class,symbol,tissue_type,TPM,organ,kinase_percentile
Light,ALK,Heart - Left Ventricle,0.01902,heart,4
Light,ALK,Kidney - Cortex,0.02472,kidney,2
Light,ALK,Liver,0.01117,liver,2
Light,ALK,Lung,0.08152,lung,3
Light,ALK,Minor Salivary Gland,0.1656,salivary_gland,5
Light,ALK,Muscle - Skeletal,0.045185,skeletal_muscle,8
Light,ALK,Nerve - Tibial,0.431,nerve,11
Light,ALK,Ovary,0.09955,ovary,7.000000000000001
Light,ALK,Pancreas,0.02073,pancreas,2
Light,ALK,Pituitary,3.326,pituitary_gland,23
Light,ALK,Prostate,0.099085,prostate,3
Light,ALK,Skin - Not Sun Exposed (Suprapubic),0.07606,skin,4
Light,ALK,Skin - Sun Exposed (Lower leg),0.09067,skin,4
Light,ALK,Small Intestine - Terminal Ileum,0.1555,small_intestine,6
Light,ALK,Spleen,0.031395,spleen,3
Light,ALK,Stomach,0.06407,stomach,3
Light,ALK,Testis,3.075,testis,16
Light,ALK,Thyroid,0.1073,thyroid_gland,4
Light,ALK,Uterus,0.07879,uterus,4
Light,ALK,Vagina,0.07411,vagina,3
Light,ALK,Whole Blood,0.00677,NA,5
Light,EIF2AK2,Adipose - Subcutaneous,14.02,adipose_tissue,53
Light,EIF2AK2,Adipose - Visceral (Omentum),12.01,adipose_tissue,52
Light,EIF2AK2,Adrenal Gland,10.985,adrenal_gland,57.99999999999999
Light,EIF2AK2,Artery - Aorta,13.81,aorta,55.00000000000001
Light,EIF2AK2,Artery - Coronary,13.19,coronary_artery,51
Light,EIF2AK2,Artery - Tibial,13.19,NA,51
Light,EIF2AK2,Bladder,13.99,urinary_bladder,49
Light,EIF2AK2,Brain - Amygdala,7.784,amygdala,61
Light,EIF2AK2,Brain - Anterior cingulate cortex (BA24),8.286,brain,56.99999999999999
Light,EIF2AK2,Brain - Caudate (basal ganglia),7.776,brain,54
Light,EIF2AK2,Brain - Cerebellar Hemisphere,15.985,cerebellar_hemisphere,51
Light,EIF2AK2,Brain - Cerebellum,12.23,cerebellum,46
Light,EIF2AK2,Brain - Cortex,7.683,prefrontal_cortex,48
Light,EIF2AK2,Brain - Frontal Cortex (BA9),10.67,frontal_cortex,55.00000000000001
Light,EIF2AK2,Brain - Hippocampus,7.22,hippocampus,56.00000000000001
Light,EIF2AK2,Brain - Hypothalamus,11.94,brain,68
Light,EIF2AK2,Brain - Nucleus accumbens (basal ganglia),9.139,brain,56.00000000000001
Light,EIF2AK2,Brain - Putamen (basal ganglia),6.4485,brain,55.00000000000001
Light,EIF2AK2,Brain - Spinal cord (cervical c-1),10.63,spinal_cord,61
Light,EIF2AK2,Brain - Substantia nigra,7.8535,brain,60
Light,EIF2AK2,Breast - Mammary Tissue,12.76,breast,49
Light,EIF2AK2,Cervix - Ectocervix,20.625,ectocervix,63
Light,EIF2AK2,Cervix - Endocervix,20.94,uterine_cervix,60
Light,EIF2AK2,Colon - Sigmoid,14.83,colon,57.99999999999999
Light,EIF2AK2,Colon - Transverse,10.725,colon,49
Light,EIF2AK2,Esophagus - Gastroesophageal Junction,12.94,esophagus,55.00000000000001
Light,EIF2AK2,Esophagus - Mucosa,7.218,esophagus,42
Light,EIF2AK2,Esophagus - Muscularis,12.655,esophagus,54
Light,EIF2AK2,Fallopian Tube,16.65,fallopian_tube,55.00000000000001
Light,EIF2AK2,Heart - Atrial Appendage,5.009,heart,45
Light,EIF2AK2,Heart - Left Ventricle,3.486,heart,49
Light,EIF2AK2,Kidney - Cortex,5.66,kidney,46
Light,EIF2AK2,Liver,3.969,liver,51
Light,EIF2AK2,Lung,14.31,lung,46
Light,EIF2AK2,Minor Salivary Gland,10.2,salivary_gland,49
Light,EIF2AK2,Muscle - Skeletal,2.891,skeletal_muscle,43
Light,EIF2AK2,Nerve - Tibial,17.22,nerve,53
Light,EIF2AK2,Ovary,19.07,ovary,61
Light,EIF2AK2,Pancreas,4.5025,pancreas,51
Light,EIF2AK2,Pituitary,13.9,pituitary_gland,54
Light,EIF2AK2,Prostate,13.69,prostate,52
Light,EIF2AK2,Skin - Not Sun Exposed (Suprapubic),5.436,skin,34
Light,EIF2AK2,Skin - Sun Exposed (Lower leg),6.126,skin,35
Light,EIF2AK2,Small Intestine - Terminal Ileum,11.29,small_intestine,46
Light,EIF2AK2,Spleen,12.76,spleen,49
Light,EIF2AK2,Stomach,7.4635,stomach,47
Light,EIF2AK2,Testis,5.105,testis,23
Light,EIF2AK2,Thyroid,13.825,thyroid_gland,47
Light,EIF2AK2,Uterus,21.93,uterus,61
Light,EIF2AK2,Vagina,12.91,vagina,48
Light,EIF2AK2,Whole Blood,8.461,NA,66
Light,PRKD3,Adipose - Subcutaneous,23.475,adipose_tissue,68
Light,PRKD3,Adipose - Visceral (Omentum),18.62,adipose_tissue,65
Light,PRKD3,Adrenal Gland,22.455,adrenal_gland,79
Light,PRKD3,Artery - Aorta,22.96,aorta,69
Light,PRKD3,Artery - Coronary,22.7,coronary_artery,71
Light,PRKD3,Artery - Tibial,23.53,NA,70
Light,PRKD3,Bladder,20.89,urinary_bladder,62
Light,PRKD3,Brain - Amygdala,4.6325,amygdala,42
Light,PRKD3,Brain - Anterior cingulate cortex (BA24),4.126,brain,38
Light,PRKD3,Brain - Caudate (basal ganglia),5.24,brain,41
Light,PRKD3,Brain - Cerebellar Hemisphere,2.5375,cerebellar_hemisphere,25
Light,PRKD3,Brain - Cerebellum,3.645,cerebellum,28.000000000000004
Light,PRKD3,Brain - Cortex,3.913,prefrontal_cortex,32
Light,PRKD3,Brain - Frontal Cortex (BA9),3.555,frontal_cortex,30
Light,PRKD3,Brain - Hippocampus,4.273,hippocampus,41
Light,PRKD3,Brain - Hypothalamus,5.089,brain,40
Light,PRKD3,Brain - Nucleus accumbens (basal ganglia),4.673,brain,37
Light,PRKD3,Brain - Putamen (basal ganglia),3.9095,brain,39
Light,PRKD3,Brain - Spinal cord (cervical c-1),7.705,spinal_cord,50
Light,PRKD3,Brain - Substantia nigra,6.026,brain,49
Light,PRKD3,Breast - Mammary Tissue,20.86,breast,67
Light,PRKD3,Cervix - Ectocervix,25.18,ectocervix,69
Light,PRKD3,Cervix - Endocervix,30.76,uterine_cervix,72
Light,PRKD3,Colon - Sigmoid,29.35,colon,77
Light,PRKD3,Colon - Transverse,14.045,colon,60
Light,PRKD3,Esophagus - Gastroesophageal Junction,17.64,esophagus,64
Light,PRKD3,Esophagus - Mucosa,9.315,esophagus,50
Light,PRKD3,Esophagus - Muscularis,15.96,esophagus,62
Light,PRKD3,Fallopian Tube,23.27,fallopian_tube,66
Light,PRKD3,Heart - Atrial Appendage,8.01,heart,60
Light,PRKD3,Heart - Left Ventricle,3.855,heart,51
Light,PRKD3,Kidney - Cortex,6.576,kidney,51
Light,PRKD3,Liver,4.201,liver,52
Light,PRKD3,Lung,22.95,lung,62
Light,PRKD3,Minor Salivary Gland,12.96,salivary_gland,56.99999999999999
Light,PRKD3,Muscle - Skeletal,10.6,skeletal_muscle,69
Light,PRKD3,Nerve - Tibial,31.25,nerve,74
Light,PRKD3,Ovary,23.99,ovary,68
Light,PRKD3,Pancreas,4.0485,pancreas,48
Light,PRKD3,Pituitary,11.94,pituitary_gland,49
Light,PRKD3,Prostate,16.88,prostate,59
Light,PRKD3,Skin - Not Sun Exposed (Suprapubic),14.79,skin,57.99999999999999
Light,PRKD3,Skin - Sun Exposed (Lower leg),16.22,skin,57.99999999999999
Light,PRKD3,Small Intestine - Terminal Ileum,15.1,small_intestine,57.99999999999999
Light,PRKD3,Spleen,25.59,spleen,69
Light,PRKD3,Stomach,9.757,stomach,54
Light,PRKD3,Testis,27.22,testis,70
Light,PRKD3,Thyroid,20.24,thyroid_gland,60
Light,PRKD3,Uterus,29.11,uterus,69
Light,PRKD3,Vagina,18.05,vagina,59
Light,PRKD3,Whole Blood,4.224,NA,55.00000000000001
Dark,CDKL4,Adipose - Subcutaneous,0.109,adipose_tissue,6
Dark,CDKL4,Adipose - Visceral (Omentum),0.07648,adipose_tissue,4
Dark,CDKL4,Adrenal Gland,0.3759,adrenal_gland,13
Dark,CDKL4,Artery - Aorta,0.06118,aorta,4
Dark,CDKL4,Artery - Coronary,0.06087,coronary_artery,4
Dark,CDKL4,Artery - Tibial,0.04192,NA,4
Dark,CDKL4,Bladder,0.1062,urinary_bladder,4
Dark,CDKL4,Brain - Amygdala,0.099235,amygdala,6
Dark,CDKL4,Brain - Anterior cingulate cortex (BA24),0.1287,brain,8
Dark,CDKL4,Brain - Caudate (basal ganglia),0.1216,brain,6
Dark,CDKL4,Brain - Cerebellar Hemisphere,0.1111,cerebellar_hemisphere,7.000000000000001
Dark,CDKL4,Brain - Cerebellum,0.1172,cerebellum,6
Dark,CDKL4,Brain - Cortex,0.1317,prefrontal_cortex,6
Dark,CDKL4,Brain - Frontal Cortex (BA9),0.1874,frontal_cortex,8
Dark,CDKL4,Brain - Hippocampus,0.1227,hippocampus,7.000000000000001
Dark,CDKL4,Brain - Hypothalamus,0.2734,brain,9
Dark,CDKL4,Brain - Nucleus accumbens (basal ganglia),0.1814,brain,8
Dark,CDKL4,Brain - Putamen (basal ganglia),0.089015,brain,6
Dark,CDKL4,Brain - Spinal cord (cervical c-1),0.07416,spinal_cord,4
Dark,CDKL4,Brain - Substantia nigra,0.073605,brain,5
Dark,CDKL4,Breast - Mammary Tissue,0.1127,breast,5
Dark,CDKL4,Cervix - Ectocervix,0.061225,ectocervix,3
Dark,CDKL4,Cervix - Endocervix,0.1163,uterine_cervix,4
Dark,CDKL4,Colon - Sigmoid,0.07182,colon,4
Dark,CDKL4,Colon - Transverse,0.04806,colon,3
Dark,CDKL4,Esophagus - Gastroesophageal Junction,0.0506,esophagus,4
Dark,CDKL4,Esophagus - Mucosa,0.03718,esophagus,3
Dark,CDKL4,Esophagus - Muscularis,0.047,esophagus,4
Dark,CDKL4,Fallopian Tube,0.1792,fallopian_tube,6
Dark,CDKL4,Heart - Atrial Appendage,0.05411,heart,5
Dark,CDKL4,Heart - Left Ventricle,0.03466,heart,7.000000000000001
Dark,CDKL4,Kidney - Cortex,0.09486,kidney,5
Dark,CDKL4,Liver,0.03079,liver,7.000000000000001
Dark,CDKL4,Lung,0.1641,lung,5
Dark,CDKL4,Minor Salivary Gland,0.06247,salivary_gland,3
Dark,CDKL4,Muscle - Skeletal,0.03902,skeletal_muscle,7.000000000000001
Dark,CDKL4,Nerve - Tibial,0.10395,nerve,5
Dark,CDKL4,Ovary,0.113,ovary,7.000000000000001
Dark,CDKL4,Pancreas,0.029365,pancreas,2
Dark,CDKL4,Pituitary,0.8747,pituitary_gland,10
Dark,CDKL4,Prostate,0.17755,prostate,5
Dark,CDKL4,Skin - Not Sun Exposed (Suprapubic),0.05685,skin,3
Dark,CDKL4,Skin - Sun Exposed (Lower leg),0.071,skin,4
Dark,CDKL4,Small Intestine - Terminal Ileum,0.06802,small_intestine,3
Dark,CDKL4,Spleen,0.09779,spleen,7.000000000000001
Dark,CDKL4,Stomach,0.06022,stomach,3
Dark,CDKL4,Testis,4.491,testis,21
Dark,CDKL4,Thyroid,0.1142,thyroid_gland,4
Dark,CDKL4,Uterus,0.05066,uterus,3
Dark,CDKL4,Vagina,0.05563,vagina,3
Dark,CDKL4,Whole Blood,0,NA,0
Light,MAP4K3,Adipose - Subcutaneous,25.915,adipose_tissue,72
Light,MAP4K3,Adipose - Visceral (Omentum),19.54,adipose_tissue,67
Light,MAP4K3,Adrenal Gland,18.89,adrenal_gland,75
Light,MAP4K3,Artery - Aorta,25.48,aorta,71
Light,MAP4K3,Artery - Coronary,23.18,coronary_artery,71
Light,MAP4K3,Artery - Tibial,30.29,NA,75
Light,MAP4K3,Bladder,26.14,urinary_bladder,71
Light,MAP4K3,Brain - Amygdala,7.6995,amygdala,60
Light,MAP4K3,Brain - Anterior cingulate cortex (BA24),9.811,brain,62
Light,MAP4K3,Brain - Caudate (basal ganglia),8.426,brain,56.99999999999999
Light,MAP4K3,Brain - Cerebellar Hemisphere,35.77,cerebellar_hemisphere,76
Light,MAP4K3,Brain - Cerebellum,30.13,cerebellum,73
Light,MAP4K3,Brain - Cortex,11.07,prefrontal_cortex,59
Light,MAP4K3,Brain - Frontal Cortex (BA9),14.03,frontal_cortex,63
Light,MAP4K3,Brain - Hippocampus,8.956,hippocampus,63
Light,MAP4K3,Brain - Hypothalamus,9.729,brain,61
Light,MAP4K3,Brain - Nucleus accumbens (basal ganglia),9.419,brain,56.99999999999999
Light,MAP4K3,Brain - Putamen (basal ganglia),6.3255,brain,54
Light,MAP4K3,Brain - Spinal cord (cervical c-1),10.83,spinal_cord,62
Light,MAP4K3,Brain - Substantia nigra,7.752,brain,59
Light,MAP4K3,Breast - Mammary Tissue,24.02,breast,72
Light,MAP4K3,Cervix - Ectocervix,22.185,ectocervix,65
Light,MAP4K3,Cervix - Endocervix,26.69,uterine_cervix,68
Light,MAP4K3,Colon - Sigmoid,24.71,colon,73
Light,MAP4K3,Colon - Transverse,13.96,colon,60
Light,MAP4K3,Esophagus - Gastroesophageal Junction,21.565,esophagus,72
Light,MAP4K3,Esophagus - Mucosa,10.71,esophagus,54
Light,MAP4K3,Esophagus - Muscularis,20.695,esophagus,69
Light,MAP4K3,Fallopian Tube,27.89,fallopian_tube,71
Light,MAP4K3,Heart - Atrial Appendage,12.33,heart,73
Light,MAP4K3,Heart - Left Ventricle,9.852,heart,76
Light,MAP4K3,Kidney - Cortex,12,kidney,71
Light,MAP4K3,Liver,6.655,liver,66
Light,MAP4K3,Lung,23.4,lung,63
Light,MAP4K3,Minor Salivary Gland,15.9,salivary_gland,63
Light,MAP4K3,Muscle - Skeletal,20.315,skeletal_muscle,82
Light,MAP4K3,Nerve - Tibial,29.585,nerve,72
Light,MAP4K3,Ovary,34.96,ovary,78
Light,MAP4K3,Pancreas,6.9935,pancreas,66
Light,MAP4K3,Pituitary,20.09,pituitary_gland,67
Light,MAP4K3,Prostate,20.095,prostate,66
Light,MAP4K3,Skin - Not Sun Exposed (Suprapubic),20.98,skin,68
Light,MAP4K3,Skin - Sun Exposed (Lower leg),23.49,skin,70
Light,MAP4K3,Small Intestine - Terminal Ileum,13.49,small_intestine,55.00000000000001
Light,MAP4K3,Spleen,11.935,spleen,48
Light,MAP4K3,Stomach,22,stomach,81
Light,MAP4K3,Testis,24.62,testis,65
Light,MAP4K3,Thyroid,26.255,thyroid_gland,68
Light,MAP4K3,Uterus,30.79,uterus,71
Light,MAP4K3,Vagina,19.19,vagina,61
Light,MAP4K3,Whole Blood,0.5609,NA,28.999999999999996
Light,PKDCC,Adipose - Subcutaneous,96.99,adipose_tissue,98
Light,PKDCC,Adipose - Visceral (Omentum),93.95,adipose_tissue,97
Light,PKDCC,Adrenal Gland,35.505,adrenal_gland,89
Light,PKDCC,Artery - Aorta,134.9,aorta,98
Light,PKDCC,Artery - Coronary,146.6,coronary_artery,98
Light,PKDCC,Artery - Tibial,86.65,NA,95
Light,PKDCC,Bladder,95.58,urinary_bladder,97
Light,PKDCC,Brain - Amygdala,6.2855,amygdala,52
Light,PKDCC,Brain - Anterior cingulate cortex (BA24),13.34,brain,70
Light,PKDCC,Brain - Caudate (basal ganglia),3.113,brain,30
Light,PKDCC,Brain - Cerebellar Hemisphere,2.475,cerebellar_hemisphere,25
Light,PKDCC,Brain - Cerebellum,3.601,cerebellum,27
Light,PKDCC,Brain - Cortex,28.9,prefrontal_cortex,80
Light,PKDCC,Brain - Frontal Cortex (BA9),24.94,frontal_cortex,78
Light,PKDCC,Brain - Hippocampus,6.815,hippocampus,53
Light,PKDCC,Brain - Hypothalamus,3.69,brain,32
Light,PKDCC,Brain - Nucleus accumbens (basal ganglia),2.67,brain,28.999999999999996
Light,PKDCC,Brain - Putamen (basal ganglia),3.032,brain,34
Light,PKDCC,Brain - Spinal cord (cervical c-1),3.857,spinal_cord,33
Light,PKDCC,Brain - Substantia nigra,5.413,brain,45
Light,PKDCC,Breast - Mammary Tissue,51.6,breast,91
Light,PKDCC,Cervix - Ectocervix,128.8,ectocervix,98
Light,PKDCC,Cervix - Endocervix,152.7,uterine_cervix,99
Light,PKDCC,Colon - Sigmoid,84.68,colon,95
Light,PKDCC,Colon - Transverse,62.88,colon,96
Light,PKDCC,Esophagus - Gastroesophageal Junction,101.95,esophagus,97
Light,PKDCC,Esophagus - Mucosa,5.739,esophagus,37
Light,PKDCC,Esophagus - Muscularis,94.125,esophagus,97
Light,PKDCC,Fallopian Tube,121.7,fallopian_tube,97
Light,PKDCC,Heart - Atrial Appendage,68.6,heart,97
Light,PKDCC,Heart - Left Ventricle,29.88,heart,93
Light,PKDCC,Kidney - Cortex,24.01,kidney,86
Light,PKDCC,Liver,10.39,liver,79
Light,PKDCC,Lung,70.32,lung,93
Light,PKDCC,Minor Salivary Gland,27.65,salivary_gland,81
Light,PKDCC,Muscle - Skeletal,102.65,skeletal_muscle,97
Light,PKDCC,Nerve - Tibial,141.75,nerve,98
Light,PKDCC,Ovary,245.1,ovary,99
Light,PKDCC,Pancreas,9.376,pancreas,75
Light,PKDCC,Pituitary,32.32,pituitary_gland,83
Light,PKDCC,Prostate,38.265,prostate,84
Light,PKDCC,Skin - Not Sun Exposed (Suprapubic),9.558,skin,46
Light,PKDCC,Skin - Sun Exposed (Lower leg),12.43,skin,50
Light,PKDCC,Small Intestine - Terminal Ileum,52.37,small_intestine,94
Light,PKDCC,Spleen,44.37,spleen,82
Light,PKDCC,Stomach,17.025,stomach,75
Light,PKDCC,Testis,70.05,testis,93
Light,PKDCC,Thyroid,25.575,thyroid_gland,67
Light,PKDCC,Uterus,132.6,uterus,98
Light,PKDCC,Vagina,59.03,vagina,90
Light,PKDCC,Whole Blood,0.2401,NA,21
Light,PRKCE,Adipose - Subcutaneous,4.58,adipose_tissue,32
Light,PRKCE,Adipose - Visceral (Omentum),3.517,adipose_tissue,28.999999999999996
Light,PRKCE,Adrenal Gland,1.7765,adrenal_gland,26
Light,PRKCE,Artery - Aorta,2.416,aorta,25
Light,PRKCE,Artery - Coronary,3.012,coronary_artery,26
Light,PRKCE,Artery - Tibial,2.712,NA,28.000000000000004
Light,PRKCE,Bladder,5.045,urinary_bladder,28.999999999999996
Light,PRKCE,Brain - Amygdala,8.9525,amygdala,64
Light,PRKCE,Brain - Anterior cingulate cortex (BA24),13.91,brain,71
Light,PRKCE,Brain - Caudate (basal ganglia),5.3265,brain,42
Light,PRKCE,Brain - Cerebellar Hemisphere,36.865,cerebellar_hemisphere,77
Light,PRKCE,Brain - Cerebellum,22.45,cerebellum,63
Light,PRKCE,Brain - Cortex,14.5,prefrontal_cortex,67
Light,PRKCE,Brain - Frontal Cortex (BA9),31.01,frontal_cortex,81
Light,PRKCE,Brain - Hippocampus,10.1,hippocampus,66
Light,PRKCE,Brain - Hypothalamus,5.941,brain,43
Light,PRKCE,Brain - Nucleus accumbens (basal ganglia),6.456,brain,45
Light,PRKCE,Brain - Putamen (basal ganglia),4.0005,brain,40
Light,PRKCE,Brain - Spinal cord (cervical c-1),2.587,spinal_cord,27
Light,PRKCE,Brain - Substantia nigra,2.102,brain,26
Light,PRKCE,Breast - Mammary Tissue,4.259,breast,28.999999999999996
Light,PRKCE,Cervix - Ectocervix,4.5965,ectocervix,28.999999999999996
Light,PRKCE,Cervix - Endocervix,5.507,uterine_cervix,30
Light,PRKCE,Colon - Sigmoid,5.812,colon,35
Light,PRKCE,Colon - Transverse,2.806,colon,23
Light,PRKCE,Esophagus - Gastroesophageal Junction,3.8925,esophagus,30
Light,PRKCE,Esophagus - Mucosa,2.969,esophagus,26
Light,PRKCE,Esophagus - Muscularis,3.6655,esophagus,30
Light,PRKCE,Fallopian Tube,4.824,fallopian_tube,28.000000000000004
Light,PRKCE,Heart - Atrial Appendage,2.367,heart,30
Light,PRKCE,Heart - Left Ventricle,1.662,heart,34
Light,PRKCE,Kidney - Cortex,3.155,kidney,33
Light,PRKCE,Liver,2.113,liver,40
Light,PRKCE,Lung,22.07,lung,60
Light,PRKCE,Minor Salivary Gland,2.299,salivary_gland,23
Light,PRKCE,Muscle - Skeletal,2.9975,skeletal_muscle,44
Light,PRKCE,Nerve - Tibial,4.7745,nerve,27
Light,PRKCE,Ovary,2.866,ovary,26
Light,PRKCE,Pancreas,1.314,pancreas,26
Light,PRKCE,Pituitary,5.683,pituitary_gland,32
Light,PRKCE,Prostate,2.963,prostate,23
Light,PRKCE,Skin - Not Sun Exposed (Suprapubic),2.335,skin,23
Light,PRKCE,Skin - Sun Exposed (Lower leg),2.524,skin,23
Light,PRKCE,Small Intestine - Terminal Ileum,2.879,small_intestine,22
Light,PRKCE,Spleen,3.112,spleen,25
Light,PRKCE,Stomach,2.42,stomach,26
Light,PRKCE,Testis,8.319,testis,34
Light,PRKCE,Thyroid,4.0665,thyroid_gland,25
Light,PRKCE,Uterus,5.546,uterus,32
Light,PRKCE,Vagina,3.379,vagina,25
Light,PRKCE,Whole Blood,1.364,NA,37
Dark,VRK2,Adipose - Subcutaneous,8.364,adipose_tissue,41
Dark,VRK2,Adipose - Visceral (Omentum),6.688,adipose_tissue,38
Dark,VRK2,Adrenal Gland,6.214,adrenal_gland,41
Dark,VRK2,Artery - Aorta,8.072,aorta,41
Dark,VRK2,Artery - Coronary,8.143,coronary_artery,41
Dark,VRK2,Artery - Tibial,9.773,NA,45
Dark,VRK2,Bladder,7.254,urinary_bladder,33
Dark,VRK2,Brain - Amygdala,2.1955,amygdala,28.000000000000004
Dark,VRK2,Brain - Anterior cingulate cortex (BA24),0.9271,brain,16
Dark,VRK2,Brain - Caudate (basal ganglia),1.8165,brain,23
Dark,VRK2,Brain - Cerebellar Hemisphere,0.5428,cerebellar_hemisphere,11
Dark,VRK2,Brain - Cerebellum,0.5785,cerebellum,11
Dark,VRK2,Brain - Cortex,1.08,prefrontal_cortex,16
Dark,VRK2,Brain - Frontal Cortex (BA9),1.079,frontal_cortex,15
Dark,VRK2,Brain - Hippocampus,2.861,hippocampus,32
Dark,VRK2,Brain - Hypothalamus,2.146,brain,23
Dark,VRK2,Brain - Nucleus accumbens (basal ganglia),1.313,brain,18
Dark,VRK2,Brain - Putamen (basal ganglia),1.995,brain,27
Dark,VRK2,Brain - Spinal cord (cervical c-1),7.279,spinal_cord,49
Dark,VRK2,Brain - Substantia nigra,3.519,brain,34
Dark,VRK2,Breast - Mammary Tissue,7.859,breast,40
Dark,VRK2,Cervix - Ectocervix,8.4405,ectocervix,38
Dark,VRK2,Cervix - Endocervix,8.982,uterine_cervix,38
Dark,VRK2,Colon - Sigmoid,6.111,colon,36
Dark,VRK2,Colon - Transverse,5.124,colon,32
Dark,VRK2,Esophagus - Gastroesophageal Junction,6.64,esophagus,38
Dark,VRK2,Esophagus - Mucosa,9.476,esophagus,50
Dark,VRK2,Esophagus - Muscularis,6.9965,esophagus,40
Dark,VRK2,Fallopian Tube,8.087,fallopian_tube,37
Dark,VRK2,Heart - Atrial Appendage,4.087,heart,39
Dark,VRK2,Heart - Left Ventricle,3.343,heart,47
Dark,VRK2,Kidney - Cortex,2.772,kidney,31
Dark,VRK2,Liver,2.054,liver,39
Dark,VRK2,Lung,7.897,lung,34
Dark,VRK2,Minor Salivary Gland,8.068,salivary_gland,42
Dark,VRK2,Muscle - Skeletal,5.265,skeletal_muscle,55.00000000000001
Dark,VRK2,Nerve - Tibial,7.495,nerve,33
Dark,VRK2,Ovary,6.76,ovary,37
Dark,VRK2,Pancreas,3.431,pancreas,43
Dark,VRK2,Pituitary,5.01,pituitary_gland,30
Dark,VRK2,Prostate,6.909,prostate,34
Dark,VRK2,Skin - Not Sun Exposed (Suprapubic),5.383,skin,34
Dark,VRK2,Skin - Sun Exposed (Lower leg),5.479,skin,33
Dark,VRK2,Small Intestine - Terminal Ileum,4.698,small_intestine,28.000000000000004
Dark,VRK2,Spleen,6.2005,spleen,33
Dark,VRK2,Stomach,4.1085,stomach,32
Dark,VRK2,Testis,9.225,testis,36
Dark,VRK2,Thyroid,8.08,thyroid_gland,33
Dark,VRK2,Uterus,10.22,uterus,41
Dark,VRK2,Vagina,9.685,vagina,41
Dark,VRK2,Whole Blood,2.564,NA,46
Light,AAK1,Adipose - Subcutaneous,2.1265,adipose_tissue,24
Light,AAK1,Adipose - Visceral (Omentum),2.045,adipose_tissue,24
Light,AAK1,Adrenal Gland,2.086,adrenal_gland,28.000000000000004
Light,AAK1,Artery - Aorta,1.8,aorta,22
Light,AAK1,Artery - Coronary,1.786,coronary_artery,21
Light,AAK1,Artery - Tibial,1.732,NA,23
Light,AAK1,Bladder,2.499,urinary_bladder,21
Light,AAK1,Brain - Amygdala,4.8045,amygdala,44
Light,AAK1,Brain - Anterior cingulate cortex (BA24),9.348,brain,61
Light,AAK1,Brain - Caudate (basal ganglia),5.2475,brain,42
Light,AAK1,Brain - Cerebellar Hemisphere,27.925,cerebellar_hemisphere,68
Light,AAK1,Brain - Cerebellum,26.95,cerebellum,68
Light,AAK1,Brain - Cortex,16.225,prefrontal_cortex,70
Light,AAK1,Brain - Frontal Cortex (BA9),21.59,frontal_cortex,74
Light,AAK1,Brain - Hippocampus,5.748,hippocampus,49
Light,AAK1,Brain - Hypothalamus,7.506,brain,51
Light,AAK1,Brain - Nucleus accumbens (basal ganglia),6.783,brain,46
Light,AAK1,Brain - Putamen (basal ganglia),3.5735,brain,37
Light,AAK1,Brain - Spinal cord (cervical c-1),2.814,spinal_cord,27
Light,AAK1,Brain - Substantia nigra,3.544,brain,35
Light,AAK1,Breast - Mammary Tissue,2.003,breast,21
Light,AAK1,Cervix - Ectocervix,1.854,ectocervix,21
Light,AAK1,Cervix - Endocervix,1.699,uterine_cervix,18
Light,AAK1,Colon - Sigmoid,1.425,colon,19
Light,AAK1,Colon - Transverse,1.11,colon,14.000000000000002
Light,AAK1,Esophagus - Gastroesophageal Junction,1.435,esophagus,20
Light,AAK1,Esophagus - Mucosa,1.098,esophagus,17
Light,AAK1,Esophagus - Muscularis,1.396,esophagus,20
Light,AAK1,Fallopian Tube,1.91,fallopian_tube,19
Light,AAK1,Heart - Atrial Appendage,1.777,heart,25
Light,AAK1,Heart - Left Ventricle,2.687,heart,43
Light,AAK1,Kidney - Cortex,0.8778,kidney,16
Light,AAK1,Liver,0.393,liver,21
Light,AAK1,Lung,2.082,lung,19
Light,AAK1,Minor Salivary Gland,1.315,salivary_gland,18
Light,AAK1,Muscle - Skeletal,1.6165,skeletal_muscle,35
Light,AAK1,Nerve - Tibial,2.0755,nerve,20
Light,AAK1,Ovary,1.246,ovary,20
Light,AAK1,Pancreas,1.0155,pancreas,23
Light,AAK1,Pituitary,3.854,pituitary_gland,25
Light,AAK1,Prostate,1.843,prostate,18
Light,AAK1,Skin - Not Sun Exposed (Suprapubic),0.9632,skin,15
Light,AAK1,Skin - Sun Exposed (Lower leg),1.043,skin,15
Light,AAK1,Small Intestine - Terminal Ileum,1.291,small_intestine,15
Light,AAK1,Spleen,1.042,spleen,15
Light,AAK1,Stomach,1.6635,stomach,21
Light,AAK1,Testis,2.791,testis,15
Light,AAK1,Thyroid,4.1425,thyroid_gland,25
Light,AAK1,Uterus,2.112,uterus,22
Light,AAK1,Vagina,1.629,vagina,17
Light,AAK1,Whole Blood,0.7947,NA,32
Light,HK2,Adipose - Subcutaneous,25.1,adipose_tissue,71
Light,HK2,Adipose - Visceral (Omentum),30.4,adipose_tissue,80
Light,HK2,Adrenal Gland,2.8625,adrenal_gland,30
Light,HK2,Artery - Aorta,11.96,aorta,49
Light,HK2,Artery - Coronary,10.89,coronary_artery,45
Light,HK2,Artery - Tibial,14.25,NA,54
Light,HK2,Bladder,18.45,urinary_bladder,57.99999999999999
Light,HK2,Brain - Amygdala,2.191,amygdala,28.000000000000004
